"","X","ID.true","Word","ConcValCombo","Task","BlockOrder","Group","Response","Accuracy","ReactionTime","LogReactionTime"
"2990",3208,"753ad0da2bb31560e4ea08f806863fee","hope","abstract-positive","Concrete","CV","A","abstract",1,724,6.58479139238572
"2991",3209,"753ad0da2bb31560e4ea08f806863fee","guilt","abstract-negative","Concrete","CV","A","abstract",1,715,6.57228254269401
"2992",3210,"753ad0da2bb31560e4ea08f806863fee","peace","abstract-positive","Concrete","CV","A","abstract",1,1034,6.94119005506837
"2993",3211,"753ad0da2bb31560e4ea08f806863fee","compassion","abstract-positive","Concrete","CV","A","abstract",1,682,6.52502965784346
"2994",3212,"753ad0da2bb31560e4ea08f806863fee","resentment","abstract-negative","Concrete","CV","A","abstract",1,666,6.50128967054039
"2995",3213,"753ad0da2bb31560e4ea08f806863fee","rain","concrete-positive","Concrete","CV","A","concrete",1,759,6.63200177739563
"2996",3215,"753ad0da2bb31560e4ea08f806863fee","gratitude","abstract-positive","Concrete","CV","A","abstract",1,856,6.75227037614174
"2997",3216,"753ad0da2bb31560e4ea08f806863fee","grief","abstract-negative","Concrete","CV","A","abstract",1,804,6.68959926917897
"2998",3217,"753ad0da2bb31560e4ea08f806863fee","mold","concrete-negative","Concrete","CV","A","concrete",1,887,6.78784498230958
"2999",3218,"753ad0da2bb31560e4ea08f806863fee","flowers","concrete-positive","Concrete","CV","A","concrete",1,1031,6.93828448401696
"3000",3219,"753ad0da2bb31560e4ea08f806863fee","happiness","abstract-positive","Concrete","CV","A","abstract",1,738,6.60394382460047
"3001",3221,"753ad0da2bb31560e4ea08f806863fee","regret","abstract-negative","Concrete","CV","A","abstract",1,874,6.77308037565554
"3002",3222,"753ad0da2bb31560e4ea08f806863fee","chocolate","concrete-positive","Concrete","CV","A","concrete",1,764,6.63856778916652
"3003",3224,"753ad0da2bb31560e4ea08f806863fee","inspiration","abstract-positive","Concrete","CV","A","abstract",1,847,6.74170069465205
"3004",3225,"753ad0da2bb31560e4ea08f806863fee","envy","abstract-negative","Concrete","CV","A","abstract",1,763,6.63725803128446
"3005",3226,"753ad0da2bb31560e4ea08f806863fee","failure","abstract-negative","Concrete","CV","A","abstract",1,1354,7.21081845347222
"3006",3227,"753ad0da2bb31560e4ea08f806863fee","anxiety","abstract-negative","Concrete","CV","A","abstract",1,715,6.57228254269401
"3007",3228,"753ad0da2bb31560e4ea08f806863fee","love","abstract-positive","Concrete","CV","A","abstract",1,727,6.58892647753352
"3008",3230,"753ad0da2bb31560e4ea08f806863fee","despair","abstract-negative","Concrete","CV","A","abstract",1,752,6.62273632394984
"3009",3231,"753ad0da2bb31560e4ea08f806863fee","vomit","concrete-negative","Concrete","CV","A","concrete",1,1167,7.06219163228656
"3010",3233,"753ad0da2bb31560e4ea08f806863fee","fireplace","concrete-positive","Concrete","CV","A","concrete",1,1054,6.96034772910131
"3011",3234,"753ad0da2bb31560e4ea08f806863fee","stench","concrete-negative","Valence","CV","A","negative",1,1769,7.47816969415979
"3012",3235,"753ad0da2bb31560e4ea08f806863fee","flowers","concrete-positive","Valence","CV","A","positive",1,1163,7.05875815251866
"3013",3236,"753ad0da2bb31560e4ea08f806863fee","shame","abstract-negative","Valence","CV","A","negative",1,1368,7.2211050981825
"3014",3237,"753ad0da2bb31560e4ea08f806863fee","resentment","abstract-negative","Valence","CV","A","negative",1,1079,6.98378996525813
"3015",3239,"753ad0da2bb31560e4ea08f806863fee","hug","concrete-positive","Valence","CV","A","positive",1,1278,7.15305163493748
"3016",3240,"753ad0da2bb31560e4ea08f806863fee","filth","concrete-negative","Valence","CV","A","negative",1,1186,7.07834157955767
"3017",3241,"753ad0da2bb31560e4ea08f806863fee","anxiety","abstract-negative","Valence","CV","A","negative",1,1234,7.11801620446533
"3018",3242,"753ad0da2bb31560e4ea08f806863fee","fireplace","concrete-positive","Valence","CV","A","positive",1,910,6.8134445995109
"3019",3243,"753ad0da2bb31560e4ea08f806863fee","lonliness","abstract-negative","Valence","CV","A","negative",1,999,6.90675477864855
"3020",3244,"753ad0da2bb31560e4ea08f806863fee","freedom","abstract-positive","Valence","CV","A","positive",1,1229,7.11395610956603
"3021",3245,"753ad0da2bb31560e4ea08f806863fee","hope","abstract-positive","Valence","CV","A","positive",1,1494,7.30921236569276
"3022",3246,"753ad0da2bb31560e4ea08f806863fee","chocolate","concrete-positive","Valence","CV","A","positive",1,1382,7.23128700432762
"3023",3247,"753ad0da2bb31560e4ea08f806863fee","guilt","abstract-negative","Valence","CV","A","negative",1,990,6.89770494312864
"3024",3248,"753ad0da2bb31560e4ea08f806863fee","compassion","abstract-positive","Valence","CV","A","positive",1,1239,7.12205988162914
"3025",3249,"753ad0da2bb31560e4ea08f806863fee","sunshine","concrete-positive","Valence","CV","A","positive",1,1039,6.94601399109923
"3026",3250,"753ad0da2bb31560e4ea08f806863fee","grief","abstract-negative","Valence","CV","A","negative",1,1135,7.0343879299155
"3027",3251,"753ad0da2bb31560e4ea08f806863fee","gratitude","abstract-positive","Valence","CV","A","positive",1,1002,6.90975328164481
"3028",3252,"753ad0da2bb31560e4ea08f806863fee","peace","abstract-positive","Valence","CV","A","positive",1,1173,7.06731984865348
"3029",3253,"753ad0da2bb31560e4ea08f806863fee","rust","concrete-negative","Valence","CV","A","negative",1,1227,7.11232744471091
"3030",3254,"753ad0da2bb31560e4ea08f806863fee","inspiration","abstract-positive","Valence","CV","A","positive",1,1225,7.11069612297883
"3031",3255,"753ad0da2bb31560e4ea08f806863fee","kindness","abstract-positive","Valence","CV","A","positive",1,839,6.73221070646721
"3032",3256,"753ad0da2bb31560e4ea08f806863fee","laughter","concrete-positive","Valence","CV","A","positive",1,919,6.82328612235569
"3033",3257,"753ad0da2bb31560e4ea08f806863fee","beach","concrete-positive","Valence","CV","A","positive",1,1157,7.05358572719368
"3034",3258,"753ad0da2bb31560e4ea08f806863fee","home","concrete-positive","Valence","CV","A","positive",1,1192,7.0833878476253
"3035",3259,"753ad0da2bb31560e4ea08f806863fee","vomit","concrete-negative","Valence","CV","A","negative",1,1037,6.94408720822953
"3036",3260,"753ad0da2bb31560e4ea08f806863fee","rot","concrete-negative","Valence","CV","A","negative",1,918,6.82219739062049
"3037",3261,"753ad0da2bb31560e4ea08f806863fee","love","abstract-positive","Valence","CV","A","positive",1,971,6.87832646829133
"3038",3262,"753ad0da2bb31560e4ea08f806863fee","mold","concrete-negative","Valence","CV","A","negative",1,902,6.80461452006262
"3039",3263,"753ad0da2bb31560e4ea08f806863fee","envy","abstract-negative","Valence","CV","A","negative",1,1212,7.10002716662926
"3040",3264,"753ad0da2bb31560e4ea08f806863fee","failure","abstract-negative","Valence","CV","A","negative",1,925,6.82979373751242
"3041",3265,"753ad0da2bb31560e4ea08f806863fee","garbage","concrete-negative","Valence","CV","A","negative",1,832,6.72383244082121
"3042",3266,"753ad0da2bb31560e4ea08f806863fee","despair","abstract-negative","Valence","CV","A","negative",1,905,6.80793494369993
"3043",3267,"753ad0da2bb31560e4ea08f806863fee","smoke","concrete-negative","Valence","CV","A","negative",1,1348,7.20637729147225
"3044",3268,"753ad0da2bb31560e4ea08f806863fee","music","concrete-positive","Valence","CV","A","positive",1,1217,7.10414409298753
"3045",3269,"753ad0da2bb31560e4ea08f806863fee","regret","abstract-negative","Valence","CV","A","negative",1,1126,7.02642680869964
"3046",3270,"753ad0da2bb31560e4ea08f806863fee","joy","abstract-positive","Valence","CV","A","positive",1,1012,6.91968384984741
"3047",3271,"753ad0da2bb31560e4ea08f806863fee","happiness","abstract-positive","Valence","CV","A","positive",1,739,6.6052979209482
"3048",3272,"753ad0da2bb31560e4ea08f806863fee","injury","concrete-negative","Valence","CV","A","negative",1,977,6.88448665204278
"3049",3273,"753ad0da2bb31560e4ea08f806863fee","rain","concrete-positive","Valence","CV","A","positive",1,1108,7.01031186730723
"3050",3274,"753ad0da2bb31560e4ea08f806863fee","gratitude","abstract-positive","Valence","CV","A","positive",1,1092,6.99576615630485
"3051",3275,"753ad0da2bb31560e4ea08f806863fee","inspiration","abstract-positive","Valence","CV","A","positive",1,722,6.58202513889283
"3052",3276,"753ad0da2bb31560e4ea08f806863fee","flowers","concrete-positive","Valence","CV","A","positive",1,804,6.68959926917897
"3053",3277,"753ad0da2bb31560e4ea08f806863fee","hope","abstract-positive","Valence","CV","A","positive",1,757,6.62936325343745
"3054",3278,"753ad0da2bb31560e4ea08f806863fee","guilt","abstract-negative","Valence","CV","A","negative",1,734,6.59850902861452
"3055",3279,"753ad0da2bb31560e4ea08f806863fee","grief","abstract-negative","Valence","CV","A","negative",1,735,6.59987049921284
"3056",3280,"753ad0da2bb31560e4ea08f806863fee","lonliness","abstract-negative","Valence","CV","A","negative",1,866,6.76388490856244
"3057",3281,"753ad0da2bb31560e4ea08f806863fee","regret","abstract-negative","Valence","CV","A","negative",1,772,6.64898455002478
"3058",3282,"753ad0da2bb31560e4ea08f806863fee","injury","concrete-negative","Valence","CV","A","negative",1,848,6.7428806357919
"3059",3283,"753ad0da2bb31560e4ea08f806863fee","laughter","concrete-positive","Valence","CV","A","positive",1,829,6.7202201551353
"3060",3284,"753ad0da2bb31560e4ea08f806863fee","happiness","abstract-positive","Valence","CV","A","positive",1,775,6.65286302935335
"3061",3285,"753ad0da2bb31560e4ea08f806863fee","failure","abstract-negative","Valence","CV","A","negative",1,939,6.84481547920826
"3062",3286,"753ad0da2bb31560e4ea08f806863fee","filth","concrete-negative","Valence","CV","A","negative",1,808,6.69456205852109
"3063",3287,"753ad0da2bb31560e4ea08f806863fee","kindness","abstract-positive","Valence","CV","A","positive",1,661,6.49375383985169
"3064",3288,"753ad0da2bb31560e4ea08f806863fee","smoke","concrete-negative","Valence","CV","A","negative",1,839,6.73221070646721
"3065",3289,"753ad0da2bb31560e4ea08f806863fee","freedom","abstract-positive","Valence","CV","A","positive",1,1012,6.91968384984741
"3066",3290,"753ad0da2bb31560e4ea08f806863fee","love","abstract-positive","Valence","CV","A","positive",1,647,6.4723462945009
"3067",3291,"753ad0da2bb31560e4ea08f806863fee","music","concrete-positive","Valence","CV","A","positive",1,879,6.77878489768518
"3068",3292,"753ad0da2bb31560e4ea08f806863fee","garbage","concrete-negative","Valence","CV","A","negative",1,762,6.63594655568665
"3069",3293,"753ad0da2bb31560e4ea08f806863fee","peace","abstract-positive","Valence","CV","A","positive",1,774,6.65157187358973
"3070",3294,"753ad0da2bb31560e4ea08f806863fee","joy","abstract-positive","Valence","CV","A","positive",1,616,6.42324696353352
"3071",3295,"753ad0da2bb31560e4ea08f806863fee","compassion","abstract-positive","Valence","CV","A","positive",1,746,6.61472560020376
"3072",3296,"753ad0da2bb31560e4ea08f806863fee","envy","abstract-negative","Valence","CV","A","negative",1,922,6.82654522355659
"3073",3297,"753ad0da2bb31560e4ea08f806863fee","shame","abstract-negative","Valence","CV","A","negative",1,943,6.84906628263346
"3074",3298,"753ad0da2bb31560e4ea08f806863fee","rust","concrete-negative","Valence","CV","A","negative",1,1099,7.00215595440362
"3075",3299,"753ad0da2bb31560e4ea08f806863fee","mold","concrete-negative","Valence","CV","A","negative",1,843,6.73696695800186
"3076",3300,"753ad0da2bb31560e4ea08f806863fee","despair","abstract-negative","Valence","CV","A","negative",1,803,6.68835471394676
"3077",3301,"753ad0da2bb31560e4ea08f806863fee","resentment","abstract-negative","Valence","CV","A","negative",1,790,6.67203294546107
"3078",3302,"753ad0da2bb31560e4ea08f806863fee","vomit","concrete-negative","Valence","CV","A","negative",1,954,6.86066367144829
"3079",3303,"753ad0da2bb31560e4ea08f806863fee","rot","concrete-negative","Valence","CV","A","negative",1,818,6.70686233660275
"3080",3304,"753ad0da2bb31560e4ea08f806863fee","rain","concrete-positive","Valence","CV","A","positive",1,995,6.90274273715859
"3081",3305,"753ad0da2bb31560e4ea08f806863fee","beach","concrete-positive","Valence","CV","A","positive",1,747,6.61606518513282
"3082",3306,"753ad0da2bb31560e4ea08f806863fee","hug","concrete-positive","Valence","CV","A","positive",1,789,6.67076632084587
"3083",3307,"753ad0da2bb31560e4ea08f806863fee","stench","concrete-negative","Valence","CV","A","negative",1,783,6.6631326959908
"3084",3308,"753ad0da2bb31560e4ea08f806863fee","fireplace","concrete-positive","Valence","CV","A","positive",1,715,6.57228254269401
"3085",3309,"753ad0da2bb31560e4ea08f806863fee","anxiety","abstract-negative","Valence","CV","A","negative",1,772,6.64898455002478
"3086",3311,"753ad0da2bb31560e4ea08f806863fee","chocolate","concrete-positive","Valence","CV","A","positive",1,1317,7.18311170174328
"3087",3312,"753ad0da2bb31560e4ea08f806863fee","sunshine","concrete-positive","Valence","CV","A","positive",1,714,6.57088296233958
"3088",3313,"753ad0da2bb31560e4ea08f806863fee","home","concrete-positive","Valence","CV","A","positive",1,768,6.64378973314767
"3089",3314,"753ad0da2bb31560e4ea08f806863fee","shame","abstract-negative","Valence","CV","A","negative",1,886,6.78671695060508
"3090",3315,"753ad0da2bb31560e4ea08f806863fee","laughter","concrete-positive","Valence","CV","A","positive",1,846,6.74051935960622
"3091",3316,"753ad0da2bb31560e4ea08f806863fee","smoke","concrete-negative","Valence","CV","A","negative",1,975,6.88243747099785
"3092",3317,"753ad0da2bb31560e4ea08f806863fee","mold","concrete-negative","Valence","CV","A","negative",1,825,6.71538338633468
"3093",3319,"753ad0da2bb31560e4ea08f806863fee","beach","concrete-positive","Valence","CV","A","positive",1,918,6.82219739062049
"3094",3320,"753ad0da2bb31560e4ea08f806863fee","flowers","concrete-positive","Valence","CV","A","positive",1,929,6.83410873881384
"3095",3321,"753ad0da2bb31560e4ea08f806863fee","filth","concrete-negative","Valence","CV","A","negative",1,1080,6.98471632011827
"3096",3322,"753ad0da2bb31560e4ea08f806863fee","kindness","abstract-positive","Valence","CV","A","positive",1,790,6.67203294546107
"3097",3323,"753ad0da2bb31560e4ea08f806863fee","injury","concrete-negative","Valence","CV","A","negative",1,930,6.8351845861473
"3098",3324,"753ad0da2bb31560e4ea08f806863fee","failure","abstract-negative","Valence","CV","A","negative",1,959,6.86589107488344
"3099",3325,"753ad0da2bb31560e4ea08f806863fee","peace","abstract-positive","Valence","CV","A","positive",1,680,6.52209279817015
"3100",3326,"753ad0da2bb31560e4ea08f806863fee","anxiety","abstract-negative","Valence","CV","A","negative",1,834,6.72623340235875
"3101",3327,"753ad0da2bb31560e4ea08f806863fee","sunshine","concrete-positive","Valence","CV","A","positive",1,661,6.49375383985169
"3102",3328,"753ad0da2bb31560e4ea08f806863fee","compassion","abstract-positive","Valence","CV","A","positive",1,797,6.68085467879022
"3103",3329,"753ad0da2bb31560e4ea08f806863fee","hug","concrete-positive","Valence","CV","A","positive",1,708,6.56244409369372
"3104",3330,"753ad0da2bb31560e4ea08f806863fee","envy","abstract-negative","Valence","CV","A","negative",1,730,6.59304453414244
"3105",3331,"753ad0da2bb31560e4ea08f806863fee","happiness","abstract-positive","Valence","CV","A","positive",1,886,6.78671695060508
"3106",3332,"753ad0da2bb31560e4ea08f806863fee","freedom","abstract-positive","Valence","CV","A","positive",1,1162,7.05789793741186
"3107",3333,"753ad0da2bb31560e4ea08f806863fee","rust","concrete-negative","Valence","CV","A","negative",1,734,6.59850902861452
"3108",3334,"753ad0da2bb31560e4ea08f806863fee","despair","abstract-negative","Valence","CV","A","negative",1,696,6.54534966033442
"3109",3335,"753ad0da2bb31560e4ea08f806863fee","joy","abstract-positive","Valence","CV","A","positive",1,638,6.45833828334479
"3110",3336,"753ad0da2bb31560e4ea08f806863fee","love","abstract-positive","Valence","CV","A","positive",1,692,6.53958595561767
"3111",3337,"753ad0da2bb31560e4ea08f806863fee","chocolate","concrete-positive","Valence","CV","A","positive",1,969,6.87626461189077
"3112",3338,"753ad0da2bb31560e4ea08f806863fee","garbage","concrete-negative","Valence","CV","A","negative",1,830,6.72142570079064
"3113",3339,"753ad0da2bb31560e4ea08f806863fee","fireplace","concrete-positive","Valence","CV","A","positive",1,742,6.60934924316738
"3114",3340,"753ad0da2bb31560e4ea08f806863fee","regret","abstract-negative","Valence","CV","A","negative",1,867,6.76503897678054
"3115",3341,"753ad0da2bb31560e4ea08f806863fee","grief","abstract-negative","Valence","CV","A","negative",1,661,6.49375383985169
